task,payload_size,memory_mb,invocation_latency_ms,input_key,output_key,input_size_bytes,output_size_bytes,download_time_ms,compute_time_ms,upload_time_ms,total_time_ms,download_bandwidth_mbs,upload_bandwidth_mbs,primary_download_time_ms,primary_upload_time_ms,additional_download_time_ms,additional_upload_time_ms,additional_download_count,additional_upload_count,step,chain,run_id,error
gh_reduce_expand,small,2048,318.94779199999999,payloads/matrix_small.bin,intermediate/task_gh_reduce_expand_2048mb_small_1.out,5235852,5235852,73.365202,13.131987,87.082717,173.579906,71.36696800000000,60.125042000000001,,,,,,,,,,
gh_reduce_expand,small,2048,318.7546730000000,payloads/matrix_small.bin,intermediate/task_gh_reduce_expand_2048mb_small_2.out,5235852,5235852,72.367555,10.972053,123.841095,207.180703,72.35082100000000,42.278793000000000,,,,,,,,,,
gh_reduce_expand,small,2048,321.3047980000000,payloads/matrix_small.bin,intermediate/task_gh_reduce_expand_2048mb_small_3.out,5235852,5235852,75.142109,11.341566,89.968227,176.451902,69.67933300000000,58.196679000000003,,,,,,,,,,
gh_reduce_expand,small,2048,249.7258190000000,payloads/matrix_small.bin,intermediate/task_gh_reduce_expand_2048mb_small_4.out,5235852,5235852,74.936145,10.919785,103.952306,189.808236,69.87084800000000,50.36782900000000,,,,,,,,,,
gh_reduce_expand,small,2048,214.4479750000000,payloads/matrix_small.bin,intermediate/task_gh_reduce_expand_2048mb_small_5.out,5235852,5235852,74.349495,10.861708,76.501151,161.712354,70.42216000000001,68.44148000000000,,,,,,,,,,
gh_reduce_expand,medium,256,5534.20615200000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_256mb_medium_1.out,52387852,52387852,859.77729,1117.354736,3363.883386,5341.015412,60.9318860000000,15.573623000000000,,,,,,,,,,
gh_reduce_expand,medium,256,5754.12130400000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_256mb_medium_2.out,52387852,52387852,859.488857,997.480001,3427.626191,5284.595049,60.9523340000000,15.28400400000,,,,,,,,,,
gh_reduce_expand,medium,256,4516.196489000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_256mb_medium_3.out,52387852,52387852,738.884075,1058.469006,2505.506936,4302.860017,70.90131400000000,20.909082999999999,,,,,,,,,,
gh_reduce_expand,medium,256,4516.989470000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_256mb_medium_4.out,52387852,52387852,738.155454,978.98301,2614.651196,4331.78966,70.97130000000000,20.036268000000000,,,,,,,,,,
gh_reduce_expand,medium,256,5951.000690000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_256mb_medium_5.out,52387852,52387852,940.691714,1059.48091,3726.65468,5726.827304,55.690776999999997,14.057608000000000,,,,,,,,,,
gh_reduce_expand,medium,512,2258.5341930000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_512mb_medium_1.out,52387852,52387852,564.431225,351.148603,1233.565045,2149.144873,92.81529700000000,42.468657999999998,,,,,,,,,,
gh_reduce_expand,medium,512,2719.0182209999998,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_512mb_medium_2.out,52387852,52387852,580.15622,353.289768,1651.057007,2584.502995,90.29956100000000,31.729887000000002,,,,,,,,,,
gh_reduce_expand,medium,512,2189.849615000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_512mb_medium_3.out,52387852,52387852,565.286133,352.875415,1209.554646,2127.716194,92.6749290000000,43.311686999999999,,,,,,,,,,
gh_reduce_expand,medium,512,2747.0016479999999,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_512mb_medium_4.out,52387852,52387852,560.855886,353.403198,1683.001442,2597.260526,93.40697500000000,31.127632999999999,,,,,,,,,,
gh_reduce_expand,medium,512,2174.126148000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_512mb_medium_5.out,52387852,52387852,567.575944,351.697685,1188.719466,2107.993095,92.30104400000000,44.070829000000003,,,,,,,,,,
gh_reduce_expand,medium,768,1906.7511560000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_768mb_medium_1.out,52387852,52387852,539.672426,230.799134,1069.72306,1840.19462,97.07342700000000,48.97328500000000,,,,,,,,,,
gh_reduce_expand,medium,768,1700.5939480000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_768mb_medium_2.out,52387852,52387852,550.492496,231.033131,823.417447,1604.943074,95.16542400000000,63.622470000000000,,,,,,,,,,
gh_reduce_expand,medium,768,1682.3980810000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_768mb_medium_3.out,52387852,52387852,569.078195,237.786418,812.364201,1619.228814,92.05738800000000,64.48813500000000,,,,,,,,,,
gh_reduce_expand,medium,768,2129.937172000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_768mb_medium_4.out,52387852,52387852,554.857921,241.893346,1036.365284,1833.116551,94.41669700000000,50.54960100000000,,,,,,,,,,
gh_reduce_expand,medium,768,1854.4955250000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_768mb_medium_5.out,52387852,52387852,557.159473,232.775596,925.258434,1715.193503,94.02667400000000,56.619697000000002,,,,,,,,,,
gh_reduce_expand,medium,1024,1338.4909630000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1024mb_medium_1.out,52387852,52387852,540.226622,177.031087,548.825906,1266.083615,96.97384400000000,95.45440800000000,,,,,,,,,,
